Código,Unidade Curricular,Cursos,Tipo,Época,Nome,Requer inscrição prévia,Período de Inscrição,Data,Salas,Estado de pedido de sala,Capacidade Salas,Nº alunos previsto,Lugares
00124,Desenvolvimento Emocional na Família e na Escola,0311 - CIECSH,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/13 18:30 - 21:30,,,0,51,-51
01626,Gestão Estratégica de Pessoas,BPG013 - DE,Teste,Época Normal,Teste de Avaliação,Não,-,2023/02/17 19:00 - 21:00,,,0,39,-39
03478,Qualidade e Segurança,B23 - MGSS,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/10/17 18:30 - 21:30,,,0,33,-33
L0919,Sociologia do Direito,0310 - CIESPP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/10 08:00 - 11:00,,,0,49,-49
00731,"Emoções, Marketing, Publicidade e Tomada de Decisão",0311 - CIECSH,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 18:30 - 21:30,,,0,40,-40
L5133,Sociologia das Migrações Internacionais,0310 - CIESPP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/18 18:30 - 21:30,,,0,55,-55
01290,Controlo de Gestão e Qualidade,BPG001 - PGCGP,Projecto,Época Normal,Trabalho de grupo,Não,-,2022/09/27 18:30 - 2022/12/06 19:00,,,0,12,-12
03787,Seminário de Investigação em Psicologia - Metodologias Avançadas (2020),B406 - DP,Exame,1.ª Época,Exame - 1.ª Época (1) ,Não,-,2023/01/04 08:00 - 11:00,,,0,7,-7
03829,Comunicação Visual II,9257 - MIA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/18 15:00 - 18:00,,,0,69,-69
04279,Relato Integrado no Sector Público e Privado,0380 - CCG,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/13 08:00 - 11:00,,,0,37,-37
L5173,As Revoluções Liberais em Portugal,9927 - LHMC,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 08:00 - 11:00,,,0,37,-37
03902,Gestão de Carteiras,0332 - MRF,Projecto,Época Normal,Trabalho,Não,-,2022/09/19 18:30 - 2022/10/10 22:30,,,0,21,-21
03350,Gestão Estratégica e Internacional de Recursos Humanos,0219 - MGRHCO,Exame,1.ª Época,1st Sitting / 1ª Época,Não,-,2022/12/07 08:00 - 11:00,AA3.25,Resolvido,17,5,12
03282,Métodos Analíticos na Gestão,0313 - CIIBS,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2022/10/18 15:00 - 18:00,,,0,30,-30
03708,Arquitetura de Redes,"9098 - LETI, 9119 - LEI, 9885 - LEI-PL, 9189 - LIGE, 8366 - LIGE-PL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 15:00 - 18:00,,,0,346,-346
03574,Metodologias Ágeis,0314 - PGGPP,Teste,Época Normal,Teste de Avaliação,Não,-,2022/12/22 19:00 - 21:00,,,0,52,-52
03727,Agentes Autónomos,"9119 - LEI, 9885 - LEI-PL",Exame,Época Especial,Exame Época Especial,Não,-,2023/07/11 15:00 - 18:00,,Resolvido,0,141,-141
03732,Investimentos e Mercados Financeiros,"9189 - LIGE, 8366 - LIGE-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/11 18:30 - 21:30,,,0,173,-173
M7026,Sociologia do Trabalho e do Emprego,B66 - MCTRL,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/11 18:30 - 21:30,,,0,59,-59
01687,"Estereótipos, Preconceito e Discriminação: Temas Avançados","0338 - PMGIDS, 081 - MPRI",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 15:00 - 18:00,,,0,42,-42
03098,Seminário de Investigação em Finanças II,5563 - DF,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/02 17:30 - 20:30,,,0,3,-3
01286,Enquadramento do Controlo de Gestão,BPG001 - PGCGP,Teste,Época Normal,Teste,Não,-,2022/10/11 19:00 - 21:00,,,0,12,-12
03674,Modelos de Previsão,0329 - MCD,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/12 18:00 - 21:00,,,0,37,-37
M7622,Culturas Urbanas/ Culturas Populares,B008 - MHMC,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 18:30 - 21:30,,,0,53,-53
L5195,Marginalidade e Controlo Social,9927 - LHMC,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/06 08:00 - 11:00,,,0,50,-50
01727,"Culturas Digitais, Fãs e Web 2.0",B01 - MCCTI,Exame,1.ª Época,1ª Época - Trabalho individual,Não,-,2023/01/05 00:00 - 23:59,,,0,91,-91
00359,Métodos de Pesquisa Qualitativos em Gestão Empresarial Aplicada,B405 - DMAG,Exame,1.ª Época,Exame - 1.ª Época (1) ,Não,-,2023/01/28 15:00 - 18:00,,,0,56,-56
M5700,Sistemas Integrados de Apoio à Decisão,"0312 - CIISTA, B57 - MSIAD",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/07 15:00 - 18:00,,,0,17,-17
L5032,Finanças de Empresa,9147 - LG,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/19 08:00 - 11:00,,,0,288,-288
L5189,Comunicação Integrada em Marketing,9156 - LGM,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 15:00 - 18:00,,,0,63,-63
L5400,Análise de Dados em Ciências Sociais - Descritiva,"9019 - LCP, 9240 - LS, 8109 - LS-PL",Teste,Época Normal,1º Teste,Não,-,2022/11/05 09:00 - 17:00,"0S02, 0S01, D1.09",Resolvido,124,231,-107
01742,Desenvolvimento Urbano e Políticas de Cidade,080 - MEU,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/11 18:30 - 21:30,,,0,1,-1
00107,Gestão de Tecnologias de Informação e do Conhecimento,"0110 - PGIAO, B15 - MGSI",Exame,1.ª Época,Exame 1ª Época |PGIAO,Não,-,2023/01/16 18:00 - 20:00,,Novo,0,27,-27
03586,Programação (1ciclo),"0322 - LCD, 0324 - LCD-PL",Teste,Época Normal,Teste intercalar,Não,-,2022/10/31 18:00 - 21:00,Auditório 1NE03 - JJ Laginha,Resolvido,148,132,16
L7001,Management In International Organizations,0313 - CIIBS,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 11:30 - 14:30,,,0,0,0
M8556,Métodos Quantitativos Aplicados à Contabilidade,B27 - MC,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/11 08:00 - 11:00,,,0,0,0
00076,Estado e Políticas Públicas,"9019 - LCP, 9240 - LS, 8109 - LS-PL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 15:00 - 18:00,,,0,77,-77
02952,Compliance e Gestão de Riscos,BPG001 - PGCGP,Projecto,Época Normal,Trabalho de Grupo,Não,-,2023/01/19 18:30 - 2023/02/14 19:00,,,0,12,-12
00506,Direito do Trabalho e da Segurança Social,B66 - MCTRL,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 18:30 - 21:30,,,0,41,-41
M8218,Psicologia dos Recursos Humanos,0313 - CIIBS,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/14 11:30 - 14:30,,,0,46,-46
03657,Introdução à Sustentabilidade,CT01 - CT,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/02 08:00 - 11:00,,,0,79,-79
03015,Avaliação da Performance Financeira,BPG018 - GE,Teste,Época Normal,teste,Não,-,2022/12/13 18:30 - 20:30,,,0,0,0
L1805,Gestão do Marketing,"8029 - LFC, 9147 - LG, 9156 - LGM, L030 - LGIL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/16 08:00 - 11:00,,,0,300,-300
04070,Fundamentos da Avaliação de Políticas Públicas,0355 - APP,Exame,Época Especial,Exame Época Especial,Não,-,2023/07/10 10:00 - 13:00,,Resolvido,0,29,-29
01977,Contabilidade e Finanças para Organizações Culturais,"0313 - CIIBS, 0177 - MEECult, 0321 - MEGC, 0176 - MMA",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/16 15:00 - 18:00,,,0,40,-40
M7604,Métodos Numéricos,B76 - MMF,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/17 15:00 - 18:00,,,0,10,-10
M8329,Fundamentos de Economia,B76 - MMF,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/11/22 18:30 - 21:30,,,0,16,-16
00489,Gestão Integrada da Qualidade,L030 - LGIL,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 11:30 - 14:30,,,0,55,-55
00107,Gestão de Tecnologias de Informação e do Conhecimento,"0110 - PGIAO, B15 - MGSI",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/17 18:30 - 21:30,,,0,59,-59
L0520,Introdução à Gestão,"9081 - LE, 8029 - LFC, 9147 - LG, 9156 - LGM, L030 - LGIL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/02 08:00 - 11:00,,,0,557,-557
03358,Redes Definidas por Software,0312 - CIISTA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/06 18:30 - 21:30,,,0,16,-16
00670,Língua Espanhola,CT01 - CT,Exame,Época Especial,Exame - Época Especial,Não,-,2023/07/04 11:30 - 13:00,,Novo,0,54,-54
01733,Debates e Controvérsias Contemporâneas em Ciência Política,082 - DCP,Exame,1.ª Época,Entrega de trabalho final - 1.º Semestre,Não,-,2023/01/25 18:30 - 21:30,,,0,16,-16
02309,Internacionalização,BPG013 - DE,Teste,Época Normal,Teste de Avaliação,Não,-,2023/02/10 19:00 - 21:00,,,0,44,-44
L5051,Psicologia Social e das Organizações,9157 - LGRH,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/19 08:00 - 11:00,,,0,68,-68
02120,"Organizações Internacionais, Ongs e Movimentos Sociais",0186 - MEInt,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/16 18:30 - 21:30,,,0,105,-105
03607,Modelação Estocástica,"0322 - LCD, 0324 - LCD-PL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/19 18:00 - 21:00,,,0,78,-78
03702,Álgebra Linear,"9098 - LETI, 9119 - LEI, 9885 - LEI-PL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 08:00 - 11:00,,,0,258,-258
L5118,Métodos e Técnicas de Investigação: Intensivos,"9019 - LCP, 9240 - LS, 8109 - LS-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/10 18:30 - 21:30,,,0,131,-131
02851,Demografia,8014 - LSS-PL,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/10 18:30 - 21:30,,,0,58,-58
03444,Turismo Electrónico,"0379 - TourDC, 027 - MGHT",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/16 08:00 - 11:00,,,0,28,-28
03702,Álgebra Linear,"9098 - LETI, 9119 - LEI, 9885 - LEI-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/12 11:30 - 14:30,,,0,258,-258
L5068,Mapas Etnográficos 1: Américas e África,9448 - LA,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 15:00 - 18:00,,,0,40,-40
01986,Narrativas Digitais e Entretenimento Transmedia,"0177 - MEECult, 0321 - MEGC, 0277 - GNM",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 18:30 - 21:30,,,0,77,-77
L6103,Teorias Sociológicas Contemporâneas,"9240 - LS, 8109 - LS-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/05 18:30 - 21:00,,,0,88,-88
M7403,Psicologia Comunitária,"0381 - PGDCom, 0210 - MPCPCJR, B116 - MPSS",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/12 15:00 - 18:00,,,0,69,-69
01673,Comunicação em Educação,0313 - CIIBS,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/26 11:30 - 14:30,,,0,21,-21
M8591,Direito Fiscal das Empresas,0239 - MDET,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 18:30 - 21:30,,,0,59,-59
L5405,Teoria Política: Clássicos e Modernos,9019 - LCP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/12 15:00 - 18:00,,,0,63,-63
04277,Relato Financeiro Internacional e Análise,0380 - CCG,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/10 08:00 - 11:00,,,0,37,-37
03810,Seminário de Acompanhamento do Projeto de Doutoramento em Ciências e Tecnologias da Informação,B408 - DCTI,Exame,1.ª Época,Exame - 1.ª Época (1) ,Não,-,2023/01/06 18:30 - 21:30,,,0,17,-17
M8591,Direito Fiscal das Empresas,0239 - MDET,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 18:30 - 21:30,,,0,59,-59
00774,Inventário e Interpretação Patrimonial,"0310 - CIESPP, 0177 - MEECult, 0321 - MEGC",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/10 15:00 - 18:00,,,0,31,-31
00678,Pesquisa Bibliográfica e Análise da Informação,"CT01 - CT, 9019 - LCP, 9240 - LS, 8109 - LS-PL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 08:00 - 11:00,,,0,260,-260
01476,Métodos de Investigação em Psicologia I,0218 - MCE,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 18:30 - 21:30,,,0,35,-35
00222,Economia Financeira,0311 - CIECSH,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/19 11:30 - 14:30,,,0,40,-40
02056,"Israel/Palestina: História, Antropologia, Política",0311 - CIECSH,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 08:00 - 11:00,,,0,51,-51
03877,Informação Financeira e de Gestão,BPG001 - PGCGP,Teste,Época Normal,Teste,Não,-,2022/11/29 19:00 - 21:00,,,0,12,-12
M3505,Análise de Dados (2.º Ciclo),B113 - MG,Exame,2.ª Época,2nd Sitting Part II / 2ª Época Parte II,Não,-,2023/01/13 13:30 - 14:30,0S01,Resolvido,39,30,9
L6017,Gestão Integrada de Projectos,0313 - CIIBS,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 15:00 - 18:00,,,0,58,-58
01925,Finanças das Empresas,B114 - MEMF,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 18:30 - 21:30,,,0,58,-58
00416,Macroeconometria I,"B114 - MEMF, 0115 - MED, 0116 - MEAS",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 18:30 - 21:30,,,0,52,-52
03745,Gestão das Operações e da Cadeia de Abastecimento,"9189 - LIGE, 8366 - LIGE-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/14 08:00 - 11:00,,,0,99,-99
L5209,"Percepção, Atenção e Memória",9219 - LP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/02 08:00 - 11:00,,,0,128,-128
01673,Comunicação em Educação,0313 - CIIBS,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 08:00 - 11:00,,,0,21,-21
00617,Temas e Fontes de Investigação em Economia,B12 - MPDRH,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 18:30 - 21:30,,,0,33,-33
03731,Gestão e Sistemas de Informação nas Organizações,"9189 - LIGE, 8366 - LIGE-PL",Exame,Época Especial,Exame - Época Especial,Não,-,2023/07/14 08:00 - 11:00,,,0,129,-129
01938,Português Como Língua Estrangeira - Elementar,CT01 - CT,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/05 16:00 - 18:00,,Novo,0,19,-19
L5058,Gestão de Conflitos e Negociação,9157 - LGRH,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 11:30 - 14:30,,,0,57,-57
00707,Sistemas Colaborativos,0110 - PGIAO,Exame,2.ª Época,Exame 2ª Época | PGIAO,Não,-,2023/01/24 18:00 - 20:00,,Novo,0,27,-27
02430,Comunicação Organizacional,9157 - LGRH,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 15:00 - 18:00,,,0,67,-67
00205,Comércio e Investimento Internacional,0313 - CIIBS,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2022/10/18 08:00 - 11:00,,,0,0,0
01976,Marketing Cultural,"0313 - CIIBS, 0177 - MEECult, 0321 - MEGC, 0176 - MMA",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/03 08:00 - 11:00,,,0,55,-55
M9126,Liderança e Gestão de Recursos Humanos,B16 - MGE,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/10/24 08:00 - 11:00,,,0,82,-82
L5027,Matemática,"8029 - LFC, 9147 - LG, 9156 - LGM, L030 - LGIL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 08:00 - 11:00,,,0,656,-656
03845,Análise de Dados em Gestão de Recursos Humanos III,9157 - LGRH,Exame,2.ª Época,Exame - 2.ª Época (1) ,Não,-,2023/01/25 11:30 - 14:30,,,0,48,-48
03745,Gestão das Operações e da Cadeia de Abastecimento,"9189 - LIGE, 8366 - LIGE-PL",Exame,Época Especial,Exame - Época Especial,Não,-,2023/07/14 18:30 - 21:30,,Resolvido,0,99,-99
00608,Seminário de Projecto de Investigação em Sociologia,B1D - DS,Exame,1.ª Época,Entrega de trabalho final - 2.º Semestre,Não,-,2023/06/01 18:30 - 21:30,,,0,21,-21
02302,Mercados e Economia,BPG013 - DE,Teste,Época Normal,Teste de Avaliação,Não,-,2022/12/17 10:00 - 12:00,,,0,39,-39
00754,Questões do Conhecimento Antropológico,B121 - MA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/16 18:30 - 21:30,,,0,31,-31
01031,Seminário de Projecto de Investigação em Estudos Africanos,B411 - DEA,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/04 18:30 - 21:30,,,0,9,-9
01996,Teorias e Práticas do Desenvolvimento,"0381 - PGDCom, 0115 - MED",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 18:30 - 21:30,,,0,58,-58
03747,Conceção e Viabilidade de Projeto de Base Tecnológica,"9189 - LIGE, 8366 - LIGE-PL",Exame,Época Especial,Exame - Época Especial,Não,-,2023/07/13 18:30 - 21:30,,Resolvido,0,85,-85
M8315,Logística e Operações Globais,B42 - MGI,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/11 18:00 - 21:00,,,0,43,-43
02198,Processamento Computacional da Língua,0312 - CIISTA,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 18:30 - 21:30,,,0,0,0
03628,Análise de Dados Exploratória,0325 - MAG,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/10 15:00 - 18:00,Auditório 0NE03 - Mário Murteira,,45,40,5
03984,Gestão de Operações para Executivos,0339 - MGA,Teste,Época Normal,Individual work,Não,-,2022/10/10 12:00 - 2022/10/25 23:59,,,0,22,-22
01925,Finanças das Empresas,B114 - MEMF,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/13 18:30 - 21:30,,,0,58,-58
03676,Reconhecimento de Padrões,0329 - MCD,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/16 18:00 - 21:00,,,0,37,-37
L5053,Desenho de Sistemas de Recompensa e Carreiras,9157 - LGRH,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/10 08:00 - 11:00,,,0,57,-57
00617,Temas e Fontes de Investigação em Economia,B12 - MPDRH,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/23 18:30 - 21:30,,,0,33,-33
03953,Projecto de Investigação em Arquitectura dos Territórios Metropolitanos Contemporâneos (24ects),085 - DATMC,Exame,1.ª Época,Exame - 1.ª Época (1) ,Não,-,2023/01/03 08:00 - 11:00,,,0,8,-8
03603,Projeto Aplicado em Ciência de Dados II,"0322 - LCD, 0324 - LCD-PL",Exame,1.ª Época,Entrega de relatório de projeto,Não,-,2023/01/10 18:00 - 21:00,,,0,77,-77
02817,Avaliação Psicológica da Criança e do Adulto,0210 - MPCPCJR,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 15:00 - 18:00,,,0,44,-44
L1801,Marketing Internacional,0313 - CIIBS,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/19 08:00 - 11:00,,,0,85,-85
00961,Metodologias em Políticas Públicas: o Método Comparativo,032 - DPP,Exame,1.ª Época,Entrega de trabalho,Não,-,2023/01/28 18:30 - 21:30,,,0,32,-32
M8106,Análise de Arquivos e de Outras Fontes Documentais,0310 - CIESPP,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/16 08:00 - 11:00,,,0,90,-90
01668,Gestão das Organizações Escolares,079 - MAE,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/18 18:30 - 21:30,,,0,54,-54
01710,Planeamento de Políticas Públicas,"0355 - APP, 0310 - CIESPP",Exame,Época Especial,Exame Época Especial | PG APP,Não,-,2023/07/11 10:00 - 13:00,,Resolvido,0,28,-28
L6120,Metodologias de Planeamento,"9019 - LCP, 9240 - LS, 8109 - LS-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/18 15:00 - 18:00,,,0,22,-22
03593,Fundamentos em Gestão de Bases de Dados,"0322 - LCD, 0324 - LCD-PL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/11/03 18:00 - 21:00,,,0,92,-92
L0520,Introdução à Gestão,"9081 - LE, 8029 - LFC, 9147 - LG, 9156 - LGM, L030 - LGIL",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/24 08:00 - 11:00,,,0,557,-557
L5242,Estatística e Análise de Dados III,9219 - LP,Teste,Época Normal,Exame Prático 1ª Época (SPSS),Não,-,2023/01/03 13:00 - 16:00,D1.09,Resolvido,45,108,-63
03985,Gestão de Marketing para Executivos,0339 - MGA,Teste,Época Normal,Individual Work,Não,-,2022/10/26 19:00 - 21:00,,,0,19,-19
00670,Língua Espanhola,CT01 - CT,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/25 11:30 - 13:00,,,0,54,-54
M8136,Estratégia Financeira da Empresa,B113 - MG,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/10 08:00 - 11:00,,,0,186,-186
02878,Ambientes de Trabalho Saudáveis,0219 - MGRHCO,Exame,2.ª Época,2nd Sitting | 2ª Época,Não,-,2023/01/10 08:00 - 11:00,Auditório B1.03,Resolvido,102,84,18
03463,Gestão e Operações Portuárias,0291 - GSM,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/13 15:00 - 18:00,,,0,38,-38
M8065,Desigualdades Sociais Contemporâneas,"B34 - MES, B119 - MSS, B30 - MS",Exame,2.ª Época,Entrega de Trabalho 2ªÉpoca MS,Não,-,2023/01/23 00:00 - 23:59,,,0,214,-214
M7606,Econometria dos Mercados Financeiros,B76 - MMF,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/10 15:00 - 18:00,,,0,10,-10
01312,Métodos de Análise de Dados,B119 - MSS,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/23 15:00 - 18:00,,,0,85,-85
03954,Metodologias de Investigação em Arquitectura dos Territórios Metropolitanos Contemporâneos (18ects),085 - DATMC,Exame,1.ª Época,Exame - 1.ª Época (1) ,Não,-,2023/01/03 08:00 - 11:00,,,0,8,-8
M8483,Comportamento do Consumidor e Marketing Research,B55 - MM,Exame,2.ª Época,2nd Sitting / 2ª Época,Não,-,2023/01/12 11:00 - 14:00,,Aberto,0,88,-88
M8531,Gestão de Operações (2ºc),064 - MGST,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2022/12/16 08:00 - 11:00,,,0,44,-44
02255,Técnicas de Comunicação,CT01 - CT,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/02 08:00 - 11:00,,,0,88,-88
01687,"Estereótipos, Preconceito e Discriminação: Temas Avançados","0338 - PMGIDS, 081 - MPRI",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 15:00 - 18:00,,,0,42,-42
01827,Urbanismo Ecológico,"0312 - CIISTA, 0116 - MEAS",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 08:00 - 11:00,,,0,47,-47
L6046,Gestão de Activos Financeiros,8029 - LFC,Avaliação Contínua,Época Normal,Teste Intermédio,Não,-,2022/11/08 14:30 - 16:30,Auditório B1.04,Resolvido,96,50,46
03602,Introdução A Modelos Dinâmicos,"0322 - LCD, 0324 - LCD-PL",Exame,Época Especial,Exame época especial,Não,-,2023/07/10 15:00 - 18:00,,Novo,0,88,-88
M8301,Nacionalismo e Etnicidade no Sistema Internacional,0186 - MEInt,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/04 18:30 - 21:30,,,0,96,-96
L2004,Electrónica Programada e Processamento Digital de Sinais,9098 - LETI,Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/09 08:00 - 11:00,,,0,58,-58
03473,Sistemas e Políticas de Saúde,B23 - MGSS,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/13 08:00 - 11:00,,,0,42,-42
04082,Ciências Sociais e Ação Humanitária (Mes),0344 - MAH,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/26 18:30 - 21:30,,,0,50,-50
03442,Turismo de Compras e Gestão de Retalho de Luxo,"0379 - TourDC, 027 - MGHT",Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/12 08:00 - 11:00,,,0,27,-27
L5004,Microeconomia,"9147 - LG, L030 - LGIL",Exame,1.ª Época,Exame - 1.ª Época,Não,-,2023/01/12 08:00 - 11:00,,,0,411,-411
00813,Museus e Colecções,0311 - CIECSH,Exame,2.ª Época,Exame - 2.ª Época,Não,-,2023/01/27 15:00 - 18:00,,,0,51,-51
